slug,path,method_name,test_method,exception_info
Lang_8,/222043010/omniapr/defects4j/Lang_8_buggy/src/test/java/org/apache/commons/lang3/time/FastDatePrinterTest.java,testCalendarTimezoneRespected,"    public void testCalendarTimezoneRespected() {
        String[] availableZones = TimeZone.getAvailableIDs();
        TimeZone currentZone = TimeZone.getDefault();
        
        TimeZone anotherZone = null;
        for (String zone : availableZones) {
            if (!zone.equals(currentZone.getID())) {
                anotherZone = TimeZone.getTimeZone(zone);
            }
        }
        
        assertNotNull(""Cannot find another timezone"", anotherZone);
        
        final String pattern = ""h:mma z"";
        final Calendar cal = Calendar.getInstance(anotherZone);
        
        SimpleDateFormat sdf = new SimpleDateFormat(pattern);
        sdf.setTimeZone(anotherZone);
        String expectedValue = sdf.format(cal.getTime());
        String actualValue = FastDateFormat.getInstance(pattern).format(cal);
        assertEquals(expectedValue, actualValue);
    }",	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
Lang_9,/222043010/omniapr/defects4j/Lang_9_buggy/src/test/java/org/apache/commons/lang3/time/FastDateParserTest.java,testLANG_832,"    public void testLANG_832() throws Exception {
        testSdfAndFdp(""'d'd"" ,""d3"", false); // OK
        testSdfAndFdp(""'d'd'"",""d3"", true); // should fail (unterminated quote)
    }",	at org.apache.commons.lang3.time.FastDateParserTest.testLANG_832(FastDateParserTest.java:348)
Lang_10,/222043010/omniapr/defects4j/Lang_10_buggy/src/test/java/org/apache/commons/lang3/time/FastDateParserTest.java,testLANG_831,"    public void testLANG_831() throws Exception {
        testSdfAndFdp(""M E"",""3  Tue"", true);
    }",	at org.apache.commons.lang3.time.FastDateParserTest.testLANG_831(FastDateParserTest.java:348)
Lang_11,/222043010/omniapr/defects4j/Lang_11_buggy/src/test/java/org/apache/commons/lang3/RandomStringUtilsTest.java,testLANG807,"    public void testLANG807() {
        try {
            RandomStringUtils.random(3,5,5,false,false);
            fail(""Expected IllegalArgumentException"");
        } catch (IllegalArgumentException ex) { // distinguish from Random#nextInt message
            final String msg = ex.getMessage();
            assertTrue(""Message ("" + msg + "") must contain 'start'"", msg.contains(""start""));
            assertTrue(""Message ("" + msg + "") must contain 'end'"", msg.contains(""end""));
        }
    }",junit.framework.AssertionFailedError: Message (bound must be positive) must contain 'start'
Lang_12,/222043010/omniapr/defects4j/Lang_12_buggy/src/test/java/org/apache/commons/lang3/RandomStringUtilsTest.java,testExceptions,"    public void testExceptions() {
        final char[] DUMMY = new char[]{'a'}; // valid char array
        try {
            RandomStringUtils.random(-1);
            fail();
        } catch (IllegalArgumentException ex) {}
        try {
            RandomStringUtils.random(-1, true, true);
            fail();
        } catch (IllegalArgumentException ex) {}
        try {
            RandomStringUtils.random(-1, DUMMY);
            fail();
        } catch (IllegalArgumentException ex) {}
        try {
            RandomStringUtils.random(1, new char[0]); // must not provide empty array => IAE
            fail();
        } catch (IllegalArgumentException ex) {}
        try {
            RandomStringUtils.random(-1, """");
            fail();
        } catch (IllegalArgumentException ex) {}
        try {
            RandomStringUtils.random(-1, (String)null);
            fail();
        } catch (IllegalArgumentException ex) {}
        try {
            RandomStringUtils.random(-1, 'a', 'z', false, false);
            fail();
        } catch (IllegalArgumentException ex) {}
        try {
            RandomStringUtils.random(-1, 'a', 'z', false, false, DUMMY);
            fail();
        } catch (IllegalArgumentException ex) {}
        try {
            RandomStringUtils.random(-1, 'a', 'z', false, false, DUMMY, new Random());
            fail();
        } catch (IllegalArgumentException ex) {}
    }",java.lang.ArrayIndexOutOfBoundsException: 292402521
Lang_12,/222043010/omniapr/defects4j/Lang_12_buggy/src/test/java/org/apache/commons/lang3/RandomStringUtilsTest.java,testLANG805,"    public void testLANG805() {
        long seed = System.currentTimeMillis();
        assertEquals(""aaa"", RandomStringUtils.random(3,0,0,false,false,new char[]{'a'},new Random(seed)));
    }",java.lang.ArrayIndexOutOfBoundsException: 292402521
Lang_13,/222043010/omniapr/defects4j/Lang_13_buggy/src/test/java/org/apache/commons/lang3/SerializationUtilsTest.java,testPrimitiveTypeClassSerialization,"    public void testPrimitiveTypeClassSerialization() {
        Class<?>[] primitiveTypes = { byte.class, short.class, int.class, long.class, float.class, double.class,
                boolean.class, char.class, void.class };

        for (Class<?> primitiveType : primitiveTypes) {
            Class<?> clone = SerializationUtils.clone(primitiveType);
            assertEquals(primitiveType, clone);
        }
    }",org.apache.commons.lang3.SerializationException: ClassNotFoundException while reading cloned object data
Lang_14,/222043010/omniapr/defects4j/Lang_14_buggy/src/test/java/org/apache/commons/lang3/StringUtilsEqualsIndexOfTest.java,testEquals,"    public void testEquals() {
        final CharSequence fooCs = FOO, barCs = BAR, foobarCs = FOOBAR;
        assertTrue(StringUtils.equals(null, null));
        assertTrue(StringUtils.equals(fooCs, fooCs));
        assertTrue(StringUtils.equals(fooCs, (CharSequence) new StringBuilder(FOO)));
        assertTrue(StringUtils.equals(fooCs, (CharSequence) new String(new char[] { 'f', 'o', 'o' })));
        assertTrue(StringUtils.equals(fooCs, (CharSequence) new CustomCharSequence(FOO)));
        assertTrue(StringUtils.equals((CharSequence) new CustomCharSequence(FOO), fooCs));
        assertFalse(StringUtils.equals(fooCs, (CharSequence) new String(new char[] { 'f', 'O', 'O' })));
        assertFalse(StringUtils.equals(fooCs, barCs));
        assertFalse(StringUtils.equals(fooCs, null));
        assertFalse(StringUtils.equals(null, fooCs));
        assertFalse(StringUtils.equals(fooCs, foobarCs));
        assertFalse(StringUtils.equals(foobarCs, fooCs));
    }",junit.framework.AssertionFailedError
Lang_15,/222043010/omniapr/defects4j/Lang_15_buggy/src/test/java/org/apache/commons/lang3/reflect/TypeUtilsTest.java,testGetTypeArguments,"    public void testGetTypeArguments() {
        Map<TypeVariable<?>, Type> typeVarAssigns;
        TypeVariable<?> treeSetTypeVar;
        Type typeArg;

        typeVarAssigns = TypeUtils.getTypeArguments(Integer.class, Comparable.class);
        treeSetTypeVar = Comparable.class.getTypeParameters()[0];
        Assert.assertTrue(""Type var assigns for Comparable from Integer: "" + typeVarAssigns,
                typeVarAssigns.containsKey(treeSetTypeVar));
        typeArg = typeVarAssigns.get(treeSetTypeVar);
        Assert.assertEquals(""Type argument of Comparable from Integer: "" + typeArg, Integer.class,
                typeVarAssigns.get(treeSetTypeVar));

        typeVarAssigns = TypeUtils.getTypeArguments(int.class, Comparable.class);
        treeSetTypeVar = Comparable.class.getTypeParameters()[0];
        Assert.assertTrue(""Type var assigns for Comparable from int: "" + typeVarAssigns,
                typeVarAssigns.containsKey(treeSetTypeVar));
        typeArg = typeVarAssigns.get(treeSetTypeVar);
        Assert.assertEquals(""Type argument of Comparable from int: "" + typeArg, Integer.class,
                typeVarAssigns.get(treeSetTypeVar));

        Collection<Integer> col = Arrays.asList(new Integer[0]);
        typeVarAssigns = TypeUtils.getTypeArguments(List.class, Collection.class);
        treeSetTypeVar = Comparable.class.getTypeParameters()[0];
        Assert.assertFalse(""Type var assigns for Collection from List: "" + typeVarAssigns,
                typeVarAssigns.containsKey(treeSetTypeVar));

        typeVarAssigns = TypeUtils.getTypeArguments(AAAClass.BBBClass.class, AAClass.BBClass.class);
        Assert.assertTrue(typeVarAssigns.size() == 2);
        Assert.assertEquals(String.class, typeVarAssigns.get(AAClass.class.getTypeParameters()[0]));
        Assert.assertEquals(String.class, typeVarAssigns.get(AAClass.BBClass.class.getTypeParameters()[0]));

        typeVarAssigns = TypeUtils.getTypeArguments(Other.class, This.class);
        Assert.assertEquals(2, typeVarAssigns.size());
        Assert.assertEquals(String.class, typeVarAssigns.get(This.class.getTypeParameters()[0]));
        Assert.assertEquals(Other.class.getTypeParameters()[0], typeVarAssigns.get(This.class.getTypeParameters()[1]));
    }",junit.framework.AssertionFailedError: expected:<2> but was:<0>
Lang_15,/222043010/omniapr/defects4j/Lang_15_buggy/src/test/java/org/apache/commons/lang3/reflect/TypeUtilsTest.java,testIsAssignable,"    public void testIsAssignable() throws SecurityException, NoSuchMethodException,
            NoSuchFieldException {
        List list0 = null;
        List<Object> list1 = null;
        List<?> list2 = null;
        List<? super Object> list3 = null;
        List<String> list4 = null;
        List<? extends String> list5 = null;
        List<? super String> list6 = null;
        List[] list7 = null;
        List<Object>[] list8 = null;
        List<?>[] list9 = null;
        List<? super Object>[] list10 = null;
        List<String>[] list11 = null;
        List<? extends String>[] list12 = null;
        List<? super String>[] list13;
        Class<?> clazz = getClass();
        Method method = clazz.getMethod(""dummyMethod"", List.class, List.class, List.class,
                List.class, List.class, List.class, List.class, List[].class, List[].class,
                List[].class, List[].class, List[].class, List[].class, List[].class);
        Type[] types = method.getGenericParameterTypes();
//        list0 = list0;
        delegateBooleanAssertion(types, 0, 0, true);
        list1 = list0;
        delegateBooleanAssertion(types, 0, 1, true);
        list0 = list1;
        delegateBooleanAssertion(types, 1, 0, true);
        list2 = list0;
        delegateBooleanAssertion(types, 0, 2, true);
        list0 = list2;
        delegateBooleanAssertion(types, 2, 0, true);
        list3 = list0;
        delegateBooleanAssertion(types, 0, 3, true);
        list0 = list3;
        delegateBooleanAssertion(types, 3, 0, true);
        list4 = list0;
        delegateBooleanAssertion(types, 0, 4, true);
        list0 = list4;
        delegateBooleanAssertion(types, 4, 0, true);
        list5 = list0;
        delegateBooleanAssertion(types, 0, 5, true);
        list0 = list5;
        delegateBooleanAssertion(types, 5, 0, true);
        list6 = list0;
        delegateBooleanAssertion(types, 0, 6, true);
        list0 = list6;
        delegateBooleanAssertion(types, 6, 0, true);
//        list1 = list1;
        delegateBooleanAssertion(types, 1, 1, true);
        list2 = list1;
        delegateBooleanAssertion(types, 1, 2, true);
        list1 = (List<Object>) list2;
        delegateBooleanAssertion(types, 2, 1, false);
        list3 = list1;
        delegateBooleanAssertion(types, 1, 3, true);
        list1 = (List<Object>) list3;
        delegateBooleanAssertion(types, 3, 1, false);
        // list4 = list1;
        delegateBooleanAssertion(types, 1, 4, false);
        // list1 = list4;
        delegateBooleanAssertion(types, 4, 1, false);
        // list5 = list1;
        delegateBooleanAssertion(types, 1, 5, false);
        // list1 = list5;
        delegateBooleanAssertion(types, 5, 1, false);
        list6 = list1;
        delegateBooleanAssertion(types, 1, 6, true);
        list1 = (List<Object>) list6;
        delegateBooleanAssertion(types, 6, 1, false);
//        list2 = list2;
        delegateBooleanAssertion(types, 2, 2, true);
        list2 = list3;
        delegateBooleanAssertion(types, 2, 3, false);
        list2 = list4;
        delegateBooleanAssertion(types, 3, 2, true);
        list3 = (List<? super Object>) list2;
        delegateBooleanAssertion(types, 2, 4, false);
        list2 = list5;
        delegateBooleanAssertion(types, 4, 2, true);
        list4 = (List<String>) list2;
        delegateBooleanAssertion(types, 2, 5, false);
        list2 = list6;
        delegateBooleanAssertion(types, 5, 2, true);
        list5 = (List<? extends String>) list2;
        delegateBooleanAssertion(types, 2, 6, false);
//        list3 = list3;
        delegateBooleanAssertion(types, 6, 2, true);
        list6 = (List<? super String>) list2;
        delegateBooleanAssertion(types, 3, 3, true);
        // list4 = list3;
        delegateBooleanAssertion(types, 3, 4, false);
        // list3 = list4;
        delegateBooleanAssertion(types, 4, 3, false);
        // list5 = list3;
        delegateBooleanAssertion(types, 3, 5, false);
        // list3 = list5;
        delegateBooleanAssertion(types, 5, 3, false);
        list6 = list3;
        delegateBooleanAssertion(types, 3, 6, true);
        list3 = (List<? super Object>) list6;
        delegateBooleanAssertion(types, 6, 3, false);
//        list4 = list4;
        delegateBooleanAssertion(types, 4, 4, true);
        list5 = list4;
        delegateBooleanAssertion(types, 4, 5, true);
        list4 = (List<String>) list5;
        delegateBooleanAssertion(types, 5, 4, false);
        list6 = list4;
        delegateBooleanAssertion(types, 4, 6, true);
        list4 = (List<String>) list6;
        delegateBooleanAssertion(types, 6, 4, false);
//        list5 = list5;
        delegateBooleanAssertion(types, 5, 5, true);
        list6 = (List<? super String>) list5;
        delegateBooleanAssertion(types, 5, 6, false);
        list5 = (List<? extends String>) list6;
        delegateBooleanAssertion(types, 6, 5, false);
//        list6 = list6;
        delegateBooleanAssertion(types, 6, 6, true);

//        list7 = list7;
        delegateBooleanAssertion(types, 7, 7, true);
        list8 = list7;
        delegateBooleanAssertion(types, 7, 8, true);
        list7 = list8;
        delegateBooleanAssertion(types, 8, 7, true);
        list9 = list7;
        delegateBooleanAssertion(types, 7, 9, true);
        list7 = list9;
        delegateBooleanAssertion(types, 9, 7, true);
        list10 = list7;
        delegateBooleanAssertion(types, 7, 10, true);
        list7 = list10;
        delegateBooleanAssertion(types, 10, 7, true);
        list11 = list7;
        delegateBooleanAssertion(types, 7, 11, true);
        list7 = list11;
        delegateBooleanAssertion(types, 11, 7, true);
        list12 = list7;
        delegateBooleanAssertion(types, 7, 12, true);
        list7 = list12;
        delegateBooleanAssertion(types, 12, 7, true);
        list13 = list7;
        delegateBooleanAssertion(types, 7, 13, true);
        list7 = list13;
        delegateBooleanAssertion(types, 13, 7, true);
//        list8 = list8;
        delegateBooleanAssertion(types, 8, 8, true);
        list9 = list8;
        delegateBooleanAssertion(types, 8, 9, true);
        list8 = (List<Object>[]) list9;
        delegateBooleanAssertion(types, 9, 8, false);
        list10 = list8;
        delegateBooleanAssertion(types, 8, 10, true);
        list8 = (List<Object>[]) list10; // NOTE cast is required by Sun Java, but not by Eclipse
        delegateBooleanAssertion(types, 10, 8, false);
        // list11 = list8;
        delegateBooleanAssertion(types, 8, 11, false);
        // list8 = list11;
        delegateBooleanAssertion(types, 11, 8, false);
        // list12 = list8;
        delegateBooleanAssertion(types, 8, 12, false);
        // list8 = list12;
        delegateBooleanAssertion(types, 12, 8, false);
        list13 = list8;
        delegateBooleanAssertion(types, 8, 13, true);
        list8 = (List<Object>[]) list13;
        delegateBooleanAssertion(types, 13, 8, false);
//        list9 = list9;
        delegateBooleanAssertion(types, 9, 9, true);
        list10 = (List<? super Object>[]) list9;
        delegateBooleanAssertion(types, 9, 10, false);
        list9 = list10;
        delegateBooleanAssertion(types, 10, 9, true);
        list11 = (List<String>[]) list9;
        delegateBooleanAssertion(types, 9, 11, false);
        list9 = list11;
        delegateBooleanAssertion(types, 11, 9, true);
        list12 = (List<? extends String>[]) list9;
        delegateBooleanAssertion(types, 9, 12, false);
        list9 = list12;
        delegateBooleanAssertion(types, 12, 9, true);
        list13 = (List<? super String>[]) list9;
        delegateBooleanAssertion(types, 9, 13, false);
        list9 = list13;
        delegateBooleanAssertion(types, 13, 9, true);
//        list10 = list10;
        delegateBooleanAssertion(types, 10, 10, true);
        // list11 = list10;
        delegateBooleanAssertion(types, 10, 11, false);
        // list10 = list11;
        delegateBooleanAssertion(types, 11, 10, false);
        // list12 = list10;
        delegateBooleanAssertion(types, 10, 12, false);
        // list10 = list12;
        delegateBooleanAssertion(types, 12, 10, false);
        list13 = list10;
        delegateBooleanAssertion(types, 10, 13, true);
        list10 = (List<? super Object>[]) list13;
        delegateBooleanAssertion(types, 13, 10, false);
//        list11 = list11;
        delegateBooleanAssertion(types, 11, 11, true);
        list12 = list11;
        delegateBooleanAssertion(types, 11, 12, true);
        list11 = (List<String>[]) list12;
        delegateBooleanAssertion(types, 12, 11, false);
        list13 = list11;
        delegateBooleanAssertion(types, 11, 13, true);
        list11 = (List<String>[]) list13;
        delegateBooleanAssertion(types, 13, 11, false);
//        list12 = list12;
        delegateBooleanAssertion(types, 12, 12, true);
        list13 = (List<? super String>[]) list12;
        delegateBooleanAssertion(types, 12, 13, false);
        list12 = (List<? extends String>[]) list13;
        delegateBooleanAssertion(types, 13, 12, false);
//        list13 = list13;
        delegateBooleanAssertion(types, 13, 13, true);
        Type disType = getClass().getField(""dis"").getGenericType();
        // Reporter.log( ( ( ParameterizedType ) disType
        // ).getOwnerType().getClass().toString() );
        Type datType = getClass().getField(""dat"").getGenericType();
        Type daType = getClass().getField(""da"").getGenericType();
        Type uhderType = getClass().getField(""uhder"").getGenericType();
        Type dingType = getClass().getField(""ding"").getGenericType();
        Type testerType = getClass().getField(""tester"").getGenericType();
        Type tester2Type = getClass().getField(""tester2"").getGenericType();
        Type dat2Type = getClass().getField(""dat2"").getGenericType();
        Type dat3Type = getClass().getField(""dat3"").getGenericType();
        dis = dat;
        Assert.assertTrue(TypeUtils.isAssignable(datType, disType));
        // dis = da;
        Assert.assertFalse(TypeUtils.isAssignable(daType, disType));
        dis = uhder;
        Assert.assertTrue(TypeUtils.isAssignable(uhderType, disType));
        dis = ding;
        Assert.assertFalse(String.format(""type %s not assignable to %s!"", dingType, disType),
                TypeUtils.isAssignable(dingType, disType));
        dis = tester;
        Assert.assertTrue(TypeUtils.isAssignable(testerType, disType));
        // dis = tester2;
        Assert.assertFalse(TypeUtils.isAssignable(tester2Type, disType));
        // dat = dat2;
        Assert.assertFalse(TypeUtils.isAssignable(dat2Type, datType));
        // dat2 = dat;
        Assert.assertFalse(TypeUtils.isAssignable(datType, dat2Type));
        // dat = dat3;
        Assert.assertFalse(TypeUtils.isAssignable(dat3Type, datType));
        char ch = 0;
        boolean bo = false;
        byte by = 0;
        short sh = 0;
        int in = 0;
        long lo = 0;
        float fl = 0;
        double du = 0;
        du = ch;
        Assert.assertTrue(TypeUtils.isAssignable(char.class, double.class));
        du = by;
        Assert.assertTrue(TypeUtils.isAssignable(byte.class, double.class));
        du = sh;
        Assert.assertTrue(TypeUtils.isAssignable(short.class, double.class));
        du = in;
        Assert.assertTrue(TypeUtils.isAssignable(int.class, double.class));
        du = lo;
        Assert.assertTrue(TypeUtils.isAssignable(long.class, double.class));
        du = fl;
        Assert.assertTrue(TypeUtils.isAssignable(float.class, double.class));
        lo = in;
        Assert.assertTrue(TypeUtils.isAssignable(int.class, long.class));
        lo = Integer.valueOf(0);
        Assert.assertTrue(TypeUtils.isAssignable(Integer.class, long.class));
        // Long lngW = 1;
        Assert.assertFalse(TypeUtils.isAssignable(int.class, Long.class));
        // lngW = Integer.valueOf( 0 );
        Assert.assertFalse(TypeUtils.isAssignable(Integer.class, Long.class));
        in = Integer.valueOf(0);
        Assert.assertTrue(TypeUtils.isAssignable(Integer.class, int.class));
        Integer inte = in;
        Assert.assertTrue(TypeUtils.isAssignable(int.class, Integer.class));
        Assert.assertTrue(TypeUtils.isAssignable(int.class, Number.class));
        Assert.assertTrue(TypeUtils.isAssignable(int.class, Object.class));
        Type intComparableType = getClass().getField(""intComparable"").getGenericType();
        intComparable = 1;
        Assert.assertTrue(TypeUtils.isAssignable(int.class, intComparableType));
        Assert.assertTrue(TypeUtils.isAssignable(int.class, Comparable.class));
        Serializable ser = 1;
        Assert.assertTrue(TypeUtils.isAssignable(int.class, Serializable.class));
        Type longComparableType = getClass().getField(""longComparable"").getGenericType();
        // longComparable = 1;
        Assert.assertFalse(TypeUtils.isAssignable(int.class, longComparableType));
        // longComparable = Integer.valueOf( 0 );
        Assert.assertFalse(TypeUtils.isAssignable(Integer.class, longComparableType));
        // int[] ia;
        // long[] la = ia;
        Assert.assertFalse(TypeUtils.isAssignable(int[].class, long[].class));
        Integer[] ia = null;
        Type caType = getClass().getField(""intWildcardComparable"").getGenericType();
        intWildcardComparable = ia;
        Assert.assertTrue(TypeUtils.isAssignable(Integer[].class, caType));
        // int[] ina = ia;
        Assert.assertFalse(TypeUtils.isAssignable(Integer[].class, int[].class));
        int[] ina = null;
        Object[] oa;
        // oa = ina;
        Assert.assertFalse(TypeUtils.isAssignable(int[].class, Object[].class));
        oa = new Integer[0];
        Assert.assertTrue(TypeUtils.isAssignable(Integer[].class, Object[].class));
        Type bClassType = AClass.class.getField(""bClass"").getGenericType();
        Type cClassType = AClass.class.getField(""cClass"").getGenericType();
        Type dClassType = AClass.class.getField(""dClass"").getGenericType();
        Type eClassType = AClass.class.getField(""eClass"").getGenericType();
        Type fClassType = AClass.class.getField(""fClass"").getGenericType();
        AClass aClass = new AClass(new AAClass<String>());
        aClass.bClass = aClass.cClass;
        Assert.assertTrue(TypeUtils.isAssignable(cClassType, bClassType));
        aClass.bClass = aClass.dClass;
        Assert.assertTrue(TypeUtils.isAssignable(dClassType, bClassType));
        aClass.bClass = aClass.eClass;
        Assert.assertTrue(TypeUtils.isAssignable(eClassType, bClassType));
        aClass.bClass = aClass.fClass;
        Assert.assertTrue(TypeUtils.isAssignable(fClassType, bClassType));
        aClass.cClass = aClass.dClass;
        Assert.assertTrue(TypeUtils.isAssignable(dClassType, cClassType));
        aClass.cClass = aClass.eClass;
        Assert.assertTrue(TypeUtils.isAssignable(eClassType, cClassType));
        aClass.cClass = aClass.fClass;
        Assert.assertTrue(TypeUtils.isAssignable(fClassType, cClassType));
        aClass.dClass = aClass.eClass;
        Assert.assertTrue(TypeUtils.isAssignable(eClassType, dClassType));
        aClass.dClass = aClass.fClass;
        Assert.assertTrue(TypeUtils.isAssignable(fClassType, dClassType));
        aClass.eClass = aClass.fClass;
        Assert.assertTrue(TypeUtils.isAssignable(fClassType, eClassType));
    }",junit.framework.AssertionFailedError: expected:<2> but was:<0>
Lang_16,/222043010/omniapr/defects4j/Lang_16_buggy/src/test/java/org/apache/commons/lang3/math/NumberUtilsTest.java,testCreateNumber,"    public void testCreateNumber() {
        // a lot of things can go wrong
        assertEquals(""createNumber(String) 1 failed"", Float.valueOf(""1234.5""), NumberUtils.createNumber(""1234.5""));
        assertEquals(""createNumber(String) 2 failed"", Integer.valueOf(""12345""), NumberUtils.createNumber(""12345""));
        assertEquals(""createNumber(String) 3 failed"", Double.valueOf(""1234.5""), NumberUtils.createNumber(""1234.5D""));
        assertEquals(""createNumber(String) 3 failed"", Double.valueOf(""1234.5""), NumberUtils.createNumber(""1234.5d""));
        assertEquals(""createNumber(String) 4 failed"", Float.valueOf(""1234.5""), NumberUtils.createNumber(""1234.5F""));
        assertEquals(""createNumber(String) 4 failed"", Float.valueOf(""1234.5""), NumberUtils.createNumber(""1234.5f""));
        assertEquals(""createNumber(String) 5 failed"", Long.valueOf(Integer.MAX_VALUE + 1L), NumberUtils.createNumber(""""
            + (Integer.MAX_VALUE + 1L)));
        assertEquals(""createNumber(String) 6 failed"", Long.valueOf(12345), NumberUtils.createNumber(""12345L""));
        assertEquals(""createNumber(String) 6 failed"", Long.valueOf(12345), NumberUtils.createNumber(""12345l""));
        assertEquals(""createNumber(String) 7 failed"", Float.valueOf(""-1234.5""), NumberUtils.createNumber(""-1234.5""));
        assertEquals(""createNumber(String) 8 failed"", Integer.valueOf(""-12345""), NumberUtils.createNumber(""-12345""));
        assertTrue(""createNumber(String) 9a failed"", 0xFADE == NumberUtils.createNumber(""0xFADE"").intValue());
        assertTrue(""createNumber(String) 9b failed"", 0xFADE == NumberUtils.createNumber(""0Xfade"").intValue());
        assertTrue(""createNumber(String) 10a failed"", -0xFADE == NumberUtils.createNumber(""-0xFADE"").intValue());
        assertTrue(""createNumber(String) 10b failed"", -0xFADE == NumberUtils.createNumber(""-0Xfade"").intValue());
        assertEquals(""createNumber(String) 11 failed"", Double.valueOf(""1.1E200""), NumberUtils.createNumber(""1.1E200""));
        assertEquals(""createNumber(String) 12 failed"", Float.valueOf(""1.1E20""), NumberUtils.createNumber(""1.1E20""));
        assertEquals(""createNumber(String) 13 failed"", Double.valueOf(""-1.1E200""), NumberUtils.createNumber(""-1.1E200""));
        assertEquals(""createNumber(String) 14 failed"", Double.valueOf(""1.1E-200""), NumberUtils.createNumber(""1.1E-200""));
        assertEquals(""createNumber(null) failed"", null, NumberUtils.createNumber(null));
        assertEquals(""createNumber(String) failed"", new BigInteger(""12345678901234567890""), NumberUtils
                .createNumber(""12345678901234567890L""));

        // jdk 1.2 doesn't support this. unsure about jdk 1.2.2
        if (SystemUtils.isJavaVersionAtLeast(JAVA_1_3)) {
            assertEquals(""createNumber(String) 15 failed"", new BigDecimal(""1.1E-700""), NumberUtils
                    .createNumber(""1.1E-700F""));
        }
        assertEquals(""createNumber(String) 16 failed"", Long.valueOf(""10"" + Integer.MAX_VALUE), NumberUtils
                .createNumber(""10"" + Integer.MAX_VALUE + ""L""));
        assertEquals(""createNumber(String) 17 failed"", Long.valueOf(""10"" + Integer.MAX_VALUE), NumberUtils
                .createNumber(""10"" + Integer.MAX_VALUE));
        assertEquals(""createNumber(String) 18 failed"", new BigInteger(""10"" + Long.MAX_VALUE), NumberUtils
                .createNumber(""10"" + Long.MAX_VALUE));

        // LANG-521
        assertEquals(""createNumber(String) LANG-521 failed"", Float.valueOf(""2.""), NumberUtils.createNumber(""2.""));

        // LANG-638
        assertFalse(""createNumber(String) succeeded"", checkCreateNumber(""1eE""));

        // LANG-693
        assertEquals(""createNumber(String) LANG-693 failed"", Double.valueOf(Double.MAX_VALUE), NumberUtils
                    .createNumber("""" + Double.MAX_VALUE));
    }",java.lang.NumberFormatException: 0Xfade is not a valid number.
Lang_17,/222043010/omniapr/defects4j/Lang_17_buggy/src/test/java/org/apache/commons/lang3/StringEscapeUtilsTest.java,testLang720,"    public void testLang720() {
        String input = new StringBuilder(""\ud842\udfb7"").append(""A"").toString();
        String escaped = StringEscapeUtils.escapeXml(input);
        assertEquals(input, escaped);
    }",junit.framework.ComparisonFailure: expected:<𠮷[A]> but was:<𠮷[?]>
